label,char_count,word_count,avg_word_length,sentence_count,avg_sentence_length,unique_word_count,stop_word_count,unique_word_ratio,punc_count,punc_ratio,question_count,exclamation_count,digit_count,capital_count,repeat_word_count,unique_bigram_count,unique_trigram_count,unique_fourgram_count
ai,387,76,4.197368421052632,4,95.75,54,27,0.7105263157894737,10,0.025839793281653745,0,0,4,19,7,63,63,62
ai,1310,248,4.358870967741935,18,71.5,91,81,0.36693548387096775,29,0.022137404580152672,0,0,33,64,34,155,172,183
ai,1454,270,4.5,12,120.0,127,88,0.4703703703703704,34,0.023383768913342505,0,0,16,51,33,203,222,225
ai,702,131,4.526717557251908,6,115.83333333333333,72,40,0.549618320610687,22,0.03133903133903134,0,0,17,29,15,102,102,101
ai,736,149,4.067114093959732,8,91.0,69,63,0.46308724832214765,20,0.02717391304347826,0,0,36,23,18,109,114,115
ai,1016,200,4.175,9,111.77777777777777,70,76,0.35,22,0.021653543307086614,0,0,94,58,22,118,137,143
ai,1122,211,4.402843601895735,10,111.0,92,76,0.43601895734597157,24,0.0213903743315508,0,0,23,47,31,146,160,169
ai,531,104,4.1923076923076925,5,105.0,49,44,0.47115384615384615,15,0.02824858757062147,0,0,39,12,11,76,79,78
human,1937,377,4.244031830238727,12,160.41666666666666,164,153,0.4350132625994695,44,0.022715539494062985,0,0,29,72,40,280,312,317
ai,1369,284,4.035211267605634,15,90.26666666666667,137,95,0.4823943661971831,50,0.036523009495982466,0,0,22,76,34,212,222,226
ai,740,150,4.113333333333333,8,91.375,78,50,0.52,25,0.033783783783783786,0,0,11,34,24,108,113,114
ai,878,181,3.972375690607735,10,86.5,102,67,0.56353591160221,26,0.029612756264236904,0,0,21,45,15,144,145,144
ai,1102,217,4.184331797235023,11,99.18181818181819,78,81,0.35944700460829493,26,0.023593466424682397,0,0,54,77,34,138,157,164
human,920,174,4.425287356321839,9,101.33333333333333,91,60,0.5229885057471264,23,0.025,0,0,25,43,17,136,140,139
ai,1137,223,4.255605381165919,11,102.0909090909091,102,69,0.45739910313901344,41,0.03605980650835532,0,0,61,48,23,153,161,161
human,1518,267,4.760299625468165,9,167.77777777777777,126,108,0.47191011235955055,28,0.01844532279314888,0,0,24,52,30,211,228,230
ai,278,51,4.7254901960784315,2,138.5,23,6,0.45098039215686275,18,0.06474820143884892,0,0,16,14,4,27,28,28
ai,327,69,3.8840579710144927,6,53.5,36,28,0.5217391304347826,10,0.03058103975535168,0,0,12,17,9,51,53,52
ai,557,96,4.9375,4,138.25,59,30,0.6145833333333334,17,0.03052064631956912,0,0,0,11,11,77,78,77
human,1408,253,4.664031620553359,10,139.9,111,96,0.43873517786561267,29,0.020596590909090908,0,0,35,47,36,191,209,211
human,1236,255,3.9607843137254903,11,111.45454545454545,102,87,0.4,38,0.030744336569579287,0,0,78,53,30,167,181,185
ai,248,49,4.163265306122449,2,123.5,28,23,0.5714285714285714,5,0.020161290322580645,0,0,0,2,8,42,42,41
ai,764,146,4.3561643835616435,8,94.375,75,55,0.5136986301369864,19,0.024869109947643978,0,0,0,8,20,111,119,122
ai,685,150,3.8466666666666667,8,84.375,70,49,0.4666666666666667,30,0.043795620437956206,0,0,28,41,19,104,106,107
ai,899,175,4.234285714285714,8,111.125,70,64,0.4,21,0.02335928809788654,0,0,58,46,28,119,129,132
ai,444,91,4.010989010989011,6,73.0,49,31,0.5384615384615384,12,0.02702702702702703,0,0,8,29,16,69,73,73
human,1482,275,4.512727272727273,15,97.86666666666666,106,105,0.38545454545454544,35,0.023616734143049933,0,0,42,63,33,197,214,219
ai,1377,284,3.982394366197183,18,75.16666666666667,84,88,0.29577464788732394,47,0.03413217138707335,0,0,124,87,42,157,180,187
ai,711,130,4.561538461538461,5,141.0,50,55,0.38461538461538464,17,0.02390998593530239,0,0,0,14,36,80,89,94
ai,605,112,4.5,6,100.0,61,42,0.5446428571428571,11,0.01818181818181818,0,0,25,17,15,89,90,89
ai,640,122,4.352459016393443,6,105.16666666666667,60,38,0.4918032786885246,19,0.0296875,0,0,22,37,14,85,91,92
human,864,173,4.115606936416185,10,85.5,87,55,0.5028901734104047,21,0.024305555555555556,0,0,29,41,26,133,139,139
human,1609,299,4.521739130434782,12,133.16666666666666,142,102,0.47491638795986624,49,0.030453697949036667,0,0,24,84,34,225,239,240
human,1172,224,4.339285714285714,9,129.33333333333334,114,83,0.5089285714285714,28,0.023890784982935155,0,0,32,64,26,178,188,187
ai,490,101,3.98019801980198,7,69.0,54,39,0.5346534653465347,16,0.0326530612244898,0,0,8,10,14,76,80,80
ai,1251,224,4.665178571428571,7,177.14285714285714,98,77,0.4375,24,0.019184652278177457,0,0,24,61,29,153,168,174
human,1177,227,4.2687224669603525,11,105.9090909090909,103,89,0.45374449339207046,22,0.018691588785046728,0,0,44,75,27,165,186,190
human,1269,219,4.963470319634703,9,140.0,111,74,0.5068493150684932,38,0.029944838455476755,0,0,12,56,23,163,174,175
human,1142,174,5.67816091954023,4,284.75,95,47,0.5459770114942529,27,0.023642732049036778,0,0,0,5,24,138,143,144
human,956,194,4.072164948453608,9,105.22222222222223,91,60,0.4690721649484536,35,0.036610878661087864,0,0,39,67,22,141,146,145
ai,654,131,4.114503816793893,7,92.14285714285714,67,54,0.5114503816793893,17,0.02599388379204893,0,0,4,28,16,102,109,109
human,1140,215,4.446511627906977,10,113.1,112,70,0.5209302325581395,33,0.02894736842105263,0,0,39,44,29,167,171,170
ai,978,180,4.55,8,121.0,80,64,0.4444444444444444,22,0.022494887525562373,0,0,4,46,35,127,140,144
human,1352,243,4.670781893004115,11,122.0,104,92,0.4279835390946502,29,0.021449704142011833,0,0,63,56,25,175,191,197
human,900,178,4.219101123595506,7,127.71428571428571,82,55,0.4606741573033708,27,0.03,0,0,38,63,23,130,137,137
ai,649,122,4.426229508196721,6,106.83333333333333,56,43,0.45901639344262296,20,0.030816640986132512,0,0,20,29,19,84,91,93
ai,231,45,4.288888888888889,4,56.75,29,12,0.6444444444444445,7,0.030303030303030304,0,0,8,10,7,34,34,33
ai,824,166,4.072289156626506,7,116.57142857142857,83,63,0.5,23,0.027912621359223302,0,0,9,36,21,131,140,139
human,1207,229,4.344978165938865,13,91.84615384615384,98,85,0.4279475982532751,19,0.015741507870753936,0,0,40,79,26,158,176,186
ai,513,106,3.943396226415094,6,84.33333333333333,56,39,0.5283018867924528,13,0.025341130604288498,0,0,33,26,14,77,81,81
human,863,160,4.45625,5,169.8,87,58,0.54375,20,0.023174971031286212,0,0,18,38,22,127,133,132
ai,487,88,4.6022727272727275,5,96.0,42,27,0.4772727272727273,13,0.026694045174537988,0,0,4,24,23,54,56,58
ai,175,33,4.484848484848484,3,57.666666666666664,25,11,0.7575757575757576,5,0.02857142857142857,0,0,0,12,3,27,26,25
ai,680,140,4.05,6,112.16666666666667,60,52,0.42857142857142855,26,0.03823529411764706,0,0,36,30,15,93,100,100
ai,922,181,4.2154696132596685,8,114.125,73,61,0.40331491712707185,23,0.024945770065075923,0,0,14,62,37,105,114,117
ai,1381,264,4.3143939393939394,15,90.86666666666666,141,104,0.5340909090909091,28,0.020275162925416364,0,0,20,52,27,220,229,228
human,821,158,4.253164556962025,6,136.0,90,72,0.569620253164557,9,0.010962241169305725,0,0,0,6,28,140,146,146
human,948,188,4.122340425531915,7,134.42857142857142,99,76,0.526595744680851,16,0.016877637130801686,0,0,14,51,26,155,165,165
ai,622,131,3.946564885496183,7,87.85714285714286,71,56,0.5419847328244275,22,0.03536977491961415,0,0,0,14,18,99,106,106
human,1197,236,4.173728813559322,13,91.07692307692308,114,100,0.4830508474576271,23,0.01921470342522974,0,0,2,18,29,185,202,205
ai,880,199,3.758793969849246,9,96.66666666666667,73,45,0.36683417085427134,58,0.0659090909090909,0,0,52,51,25,112,114,115
ai,508,99,4.222222222222222,4,126.0,52,40,0.5252525252525253,10,0.01968503937007874,0,0,9,34,18,78,83,83
ai,676,127,4.47244094488189,6,111.16666666666667,74,39,0.5826771653543307,17,0.02514792899408284,0,0,19,35,18,97,100,101
human,1274,243,4.403292181069959,11,114.9090909090909,104,71,0.4279835390946502,40,0.03139717425431711,0,0,46,59,34,174,184,187
ai,365,73,4.082191780821918,4,90.25,44,34,0.6027397260273972,8,0.021917808219178082,0,0,2,10,11,60,60,60
ai,998,186,4.467741935483871,9,110.0,98,72,0.5268817204301075,21,0.021042084168336674,0,0,15,28,24,151,160,161
ai,403,72,4.694444444444445,3,133.33333333333334,33,29,0.4583333333333333,7,0.017369727047146403,0,0,0,8,17,45,49,50
ai,93,16,4.875,1,91.0,13,6,0.8125,2,0.021505376344086023,0,0,0,2,1,13,12,11
human,1142,221,4.248868778280543,9,125.33333333333333,83,69,0.3755656108597285,26,0.02276707530647986,0,0,46,54,29,151,167,172
human,1147,228,4.219298245614035,8,142.5,104,70,0.45614035087719296,50,0.043591979075850044,0,0,20,73,26,153,161,165
human,995,205,4.073170731707317,7,141.28571428571428,103,75,0.5024390243902439,36,0.036180904522613064,0,0,15,45,26,151,158,161
human,1309,203,5.610837438423645,8,162.75,92,55,0.45320197044334976,36,0.02750190985485103,0,0,0,24,25,147,161,164
human,977,192,4.171875,10,96.8,75,62,0.390625,21,0.021494370522006142,0,0,56,69,26,127,146,149
human,882,178,4.073033707865169,8,109.375,96,62,0.5393258426966292,26,0.02947845804988662,0,0,18,47,27,138,142,142
ai,557,110,4.3,5,110.2,60,35,0.5454545454545454,20,0.03590664272890485,0,0,8,32,14,82,85,85
human,1296,226,4.800884955752212,10,128.6,107,84,0.47345132743362833,27,0.020833333333333332,0,0,17,46,23,176,189,192
human,1113,210,4.380952380952381,7,158.14285714285714,102,82,0.4857142857142857,16,0.014375561545372867,0,0,24,46,33,161,176,181
human,1039,203,4.246305418719212,7,147.57142857142858,110,81,0.541871921182266,25,0.02406159769008662,0,0,8,27,19,156,172,173
ai,1375,284,3.9859154929577465,13,104.46153846153847,106,82,0.3732394366197183,42,0.030545454545454546,0,0,58,70,43,176,191,198
ai,845,154,4.571428571428571,6,139.83333333333334,75,65,0.487012987012987,16,0.01893491124260355,0,0,6,11,22,121,132,132
ai,538,90,5.088888888888889,4,133.5,42,31,0.4666666666666667,10,0.01858736059479554,0,0,4,20,18,64,68,70
human,1403,306,3.8398692810457518,9,155.0,136,73,0.4444444444444444,79,0.05630791161796151,0,1,91,104,22,197,202,202
ai,855,152,4.703947368421052,7,121.14285714285714,76,60,0.5,16,0.01871345029239766,0,0,14,32,20,121,128,129
human,1210,250,4.012,7,172.0,88,76,0.352,54,0.04462809917355372,0,0,89,34,26,138,155,165
ai,852,142,5.126760563380282,8,105.375,72,46,0.5070422535211268,20,0.023474178403755867,0,0,12,28,21,106,112,112
human,1126,200,4.785,9,124.22222222222223,93,71,0.465,29,0.02575488454706927,0,0,24,59,24,144,156,160
ai,1597,280,4.8,10,158.4,137,101,0.48928571428571427,34,0.021289918597370068,0,0,0,47,42,229,243,243
human,1551,269,4.869888475836431,13,118.38461538461539,131,92,0.48698884758364314,29,0.018697614442295292,0,0,32,77,29,209,224,226
human,953,180,4.45,7,135.28571428571428,86,52,0.4777777777777778,27,0.02833158447009444,0,0,20,56,22,128,137,140
human,1089,194,4.701030927835052,6,180.66666666666666,100,77,0.5154639175257731,19,0.017447199265381085,0,0,6,39,27,159,170,169
ai,756,147,4.299319727891157,8,93.375,49,50,0.3333333333333333,26,0.03439153439153439,0,0,56,53,23,78,84,86
human,945,176,4.471590909090909,9,104.0,79,61,0.44886363636363635,20,0.021164021164021163,0,0,27,58,20,136,144,146
human,1348,231,4.922077922077922,8,167.625,85,76,0.36796536796536794,23,0.017062314540059347,0,0,8,60,39,161,185,190
human,911,176,4.3125,7,129.14285714285714,97,68,0.5511363636363636,27,0.029637760702524697,0,0,8,50,14,141,144,144
ai,857,158,4.6075949367088604,8,106.0,91,44,0.5759493670886076,29,0.0338389731621937,0,0,6,48,17,125,125,124
human,984,193,4.259067357512953,9,108.44444444444444,102,71,0.5284974093264249,27,0.027439024390243903,0,0,8,21,21,157,159,159
ai,1397,242,4.892561983471074,11,125.72727272727273,79,86,0.32644628099173556,43,0.030780243378668574,0,0,52,58,43,137,151,159
human,998,171,4.9298245614035086,6,165.33333333333334,81,58,0.47368421052631576,22,0.022044088176352707,0,0,5,34,23,132,142,144
ai,248,46,4.565217391304348,2,123.5,31,16,0.6739130434782609,7,0.028225806451612902,0,0,0,3,6,38,37,36
human,1353,234,4.914529914529915,11,122.0909090909091,115,82,0.49145299145299143,37,0.027346637102734665,0,0,0,14,35,185,193,195
ai,1472,273,4.476190476190476,12,121.5,91,115,0.3333333333333333,29,0.01970108695652174,0,0,28,68,47,155,171,173
ai,174,34,4.264705882352941,2,86.5,23,13,0.6764705882352942,6,0.034482758620689655,0,0,16,8,1,23,22,21
human,1531,307,4.11400651465798,12,126.66666666666667,129,99,0.4201954397394137,46,0.030045721750489876,0,0,84,55,35,219,230,232
human,1724,329,4.355623100303951,15,114.0,149,113,0.45288753799392095,42,0.024361948955916472,0,0,64,63,36,238,259,267
human,1054,202,4.405940594059406,10,104.5,81,62,0.400990099009901,38,0.036053130929791274,0,0,50,56,26,136,143,143
ai,560,108,4.305555555555555,5,111.0,62,39,0.5740740740740741,13,0.023214285714285715,0,0,2,6,20,87,91,91
human,1337,260,4.2615384615384615,9,147.66666666666666,127,103,0.48846153846153845,32,0.02393418100224383,0,0,5,9,29,204,219,222
ai,246,41,5.097560975609756,3,81.33333333333333,28,15,0.6829268292682927,3,0.012195121951219513,0,0,0,3,8,36,36,35
human,1162,201,4.920398009950249,10,115.3,118,61,0.5870646766169154,27,0.02323580034423408,0,0,0,11,25,168,171,171
human,1482,296,4.138513513513513,12,122.58333333333333,144,113,0.4864864864864865,39,0.02631578947368421,1,0,36,71,37,227,241,242
ai,611,119,4.302521008403361,7,86.0,66,47,0.5546218487394958,19,0.031096563011456628,0,0,0,17,16,93,96,96
ai,173,31,4.741935483870968,2,86.0,19,9,0.6129032258064516,5,0.028901734104046242,0,0,17,8,2,20,19,18
human,1418,255,4.643137254901961,9,156.66666666666666,107,88,0.4196078431372549,26,0.018335684062059238,0,0,20,56,32,182,208,216
human,1050,168,5.357142857142857,5,209.2,87,61,0.5178571428571429,23,0.021904761904761906,0,0,19,30,21,131,136,136
ai,596,115,4.356521739130435,8,73.5,41,37,0.3565217391304348,20,0.03355704697986577,0,0,36,20,25,63,71,76
human,1788,297,5.114478114478114,10,177.4,138,100,0.46464646464646464,38,0.021252796420581657,2,0,8,78,38,223,250,254
human,1777,343,4.3236151603498545,21,83.57142857142857,158,127,0.4606413994169096,56,0.031513787281935844,0,0,4,43,42,264,281,280
human,1177,193,5.16580310880829,7,167.28571428571428,112,74,0.5803108808290155,15,0.012744265080713678,0,0,5,10,26,172,175,174
ai,990,182,4.489010989010989,10,96.9,71,66,0.3901098901098901,24,0.024242424242424242,0,0,30,36,29,109,126,132
ai,1344,269,4.122676579925651,15,88.46666666666667,107,79,0.39776951672862454,36,0.026785714285714284,0,0,86,86,40,174,193,200
human,1170,222,4.427927927927928,9,128.88888888888889,110,66,0.4954954954954955,44,0.037606837606837605,0,0,9,56,27,165,172,173
human,1921,372,4.338709677419355,13,146.69230769230768,156,127,0.41935483870967744,71,0.03695991671004685,0,0,36,101,38,254,271,278
human,1220,229,4.436681222707423,9,134.66666666666666,111,80,0.4847161572052402,33,0.027049180327868853,0,0,34,68,29,170,184,185
ai,326,63,4.333333333333333,3,108.0,34,18,0.5396825396825397,12,0.03680981595092025,0,0,7,32,6,44,45,45
human,1107,178,5.382022471910112,10,109.7,91,55,0.5112359550561798,26,0.023486901535682024,0,0,2,15,21,139,147,148
ai,506,115,3.747826086956522,5,100.4,58,34,0.5043478260869565,28,0.05533596837944664,1,0,6,40,14,77,79,79
ai,382,76,4.092105263157895,5,75.4,40,34,0.5263157894736842,8,0.020942408376963352,0,0,10,14,10,56,59,60
human,1538,264,4.8977272727272725,10,152.1,127,89,0.4810606060606061,26,0.016905071521456438,0,0,8,66,51,203,225,232
ai,811,153,4.392156862745098,8,100.25,82,62,0.5359477124183006,18,0.02219482120838471,0,0,4,33,22,125,131,131
ai,653,128,4.234375,9,71.55555555555556,47,49,0.3671875,18,0.027565084226646247,0,0,24,27,31,69,74,77
ai,454,90,4.155555555555556,5,89.8,33,34,0.36666666666666664,12,0.02643171806167401,0,0,63,27,12,43,52,54
human,959,193,4.0880829015544045,6,159.0,90,77,0.46632124352331605,27,0.028154327424400417,0,0,29,43,26,148,153,154
human,949,188,4.164893617021277,5,189.0,90,63,0.4787234042553192,26,0.0273972602739726,0,0,39,31,18,142,147,146
ai,368,75,4.026666666666666,5,72.6,36,31,0.48,12,0.03260869565217391,0,0,11,12,11,53,57,57
ai,926,161,4.84472049689441,11,83.0,79,65,0.4906832298136646,17,0.0183585313174946,0,0,0,17,27,127,136,139
human,922,202,3.717821782178218,7,130.14285714285714,72,40,0.3564356435643564,58,0.06290672451193059,0,0,84,63,20,109,116,118
human,864,179,3.977653631284916,8,107.125,93,76,0.5195530726256983,24,0.027777777777777776,0,0,12,25,17,142,150,149
ai,620,125,4.192,5,123.0,71,34,0.568,25,0.04032258064516129,0,0,12,36,12,88,92,92
ai,516,116,3.689655172413793,5,102.4,52,42,0.4482758620689655,27,0.05232558139534884,0,0,32,29,15,78,80,79
human,1251,249,4.253012048192771,7,177.85714285714286,98,51,0.39357429718875503,56,0.04476418864908074,0,1,29,102,26,144,158,167
human,960,166,4.867469879518072,6,158.5,101,55,0.608433734939759,23,0.023958333333333335,0,0,12,53,16,134,137,138
ai,320,56,4.839285714285714,3,106.0,39,22,0.6964285714285714,6,0.01875,0,0,0,3,7,48,48,47
human,1161,213,4.544600938967136,8,144.25,115,74,0.539906103286385,21,0.01808785529715762,0,0,30,38,28,174,181,181
human,1457,300,4.076666666666667,9,161.0,131,89,0.43666666666666665,75,0.05147563486616335,0,0,3,61,34,213,221,221
human,1051,207,4.202898550724638,8,130.5,100,79,0.4830917874396135,30,0.028544243577545196,0,0,22,39,19,155,159,160
ai,1122,231,3.9783549783549783,13,85.15384615384616,96,80,0.4155844155844156,30,0.026737967914438502,0,0,46,66,36,158,179,181
ai,818,134,5.2164179104477615,6,135.0,72,44,0.5373134328358209,18,0.022004889975550123,0,0,4,37,19,108,111,112
human,1845,345,4.481159420289855,16,114.25,159,126,0.4608695652173913,48,0.026016260162601626,0,0,35,82,40,269,282,284
human,1515,231,5.536796536796537,7,215.42857142857142,88,48,0.38095238095238093,52,0.034323432343234324,2,0,306,114,19,136,141,141
ai,518,106,3.981132075471698,5,102.4,43,38,0.4056603773584906,11,0.021235521235521235,0,0,24,44,15,70,77,79
human,1036,193,4.544041450777202,10,102.7,85,51,0.44041450777202074,38,0.03667953667953668,0,0,27,64,22,131,138,139
human,1238,245,4.208163265306123,14,87.5,85,93,0.3469387755102041,39,0.03150242326332795,0,0,50,68,29,157,178,183
human,1096,201,4.567164179104478,11,98.72727272727273,98,74,0.48756218905472637,26,0.023722627737226276,0,0,16,45,21,154,167,166
human,1612,308,4.340909090909091,11,145.63636363636363,129,118,0.41883116883116883,37,0.02295285359801489,0,0,16,64,42,235,257,261
human,1115,211,4.412322274881516,10,110.6,93,84,0.44075829383886256,27,0.0242152466367713,0,0,24,65,23,147,165,173
human,1626,281,4.907473309608541,14,115.07142857142857,145,90,0.5160142348754448,42,0.025830258302583026,0,0,12,55,36,223,235,234
human,1250,231,4.575757575757576,10,123.7,94,59,0.4069264069264069,56,0.0448,0,0,44,116,27,158,163,162
human,937,182,4.274725274725275,7,133.0,84,67,0.46153846153846156,27,0.0288153681963714,0,0,28,46,24,135,143,144
ai,1294,270,4.0,12,106.66666666666667,96,86,0.35555555555555557,63,0.04868624420401855,0,0,38,89,34,166,185,187
human,1130,210,4.457142857142857,7,160.42857142857142,95,88,0.4523809523809524,21,0.018584070796460177,0,0,0,54,29,162,182,185
human,1355,247,4.582995951417004,12,111.83333333333333,127,82,0.5141700404858299,27,0.01992619926199262,0,0,32,52,31,201,208,208
human,2967,481,5.338877338877339,2,1483.0,122,18,0.25363825363825365,117,0.03943377148634985,0,0,204,217,23,187,226,242
ai,396,80,4.025,5,77.8,45,35,0.5625,9,0.022727272727272728,0,0,4,16,13,60,63,66
ai,431,100,3.6,6,70.83333333333333,44,28,0.44,23,0.05336426914153132,0,0,41,23,13,61,64,63
ai,428,94,3.6702127659574466,6,69.33333333333333,38,32,0.40425531914893614,20,0.04672897196261682,0,0,20,12,11,63,64,64
ai,723,146,4.075342465753424,7,102.28571428571429,69,52,0.4726027397260274,18,0.024896265560165973,0,0,16,40,21,104,115,118
human,1203,228,4.394736842105263,10,119.4,92,68,0.40350877192982454,39,0.032418952618453865,0,0,27,61,35,158,171,176
ai,644,129,4.124031007751938,6,106.0,72,44,0.5581395348837209,21,0.03260869565217391,0,0,21,38,16,95,97,97
human,1168,232,4.142241379310345,10,115.6,109,98,0.4698275862068966,30,0.025684931506849314,0,0,46,41,29,173,187,188
ai,861,175,4.171428571428572,6,142.33333333333334,71,66,0.4057142857142857,41,0.047619047619047616,0,0,35,36,18,103,110,114
ai,833,156,4.467948717948718,7,117.85714285714286,67,58,0.42948717948717946,21,0.025210084033613446,0,0,36,39,19,105,112,114
ai,1091,207,4.400966183574879,12,89.83333333333333,98,73,0.47342995169082125,30,0.027497708524289642,0,0,30,52,26,156,166,166
human,1097,191,4.853403141361256,5,218.2,106,68,0.5549738219895288,26,0.023701002734731084,0,0,10,12,26,154,161,160
ai,1178,232,4.172413793103448,9,129.77777777777777,98,87,0.4224137931034483,28,0.023769100169779286,0,0,13,24,32,168,183,192
human,1367,259,4.401544401544402,12,113.0,93,95,0.3590733590733591,33,0.024140453547915143,0,0,103,76,37,149,168,176
human,1387,250,4.672,7,196.57142857142858,113,96,0.452,41,0.029560201874549386,0,0,28,31,33,174,193,197
human,1180,199,5.085427135678392,7,167.71428571428572,107,47,0.5376884422110553,36,0.030508474576271188,0,0,6,76,26,154,158,158
ai,1512,280,4.567857142857143,12,124.83333333333333,144,94,0.5142857142857142,39,0.025793650793650792,0,0,20,58,40,202,213,215
ai,524,129,3.434108527131783,5,103.8,48,36,0.37209302325581395,38,0.07251908396946564,0,0,38,38,11,75,76,76
ai,1339,275,4.065454545454545,11,120.45454545454545,119,84,0.43272727272727274,53,0.039581777445855115,0,0,28,84,32,188,201,205
human,1754,335,4.408955223880597,13,134.0,152,127,0.4537313432835821,52,0.029646522234891677,0,0,20,64,36,255,275,274
ai,232,46,4.173913043478261,2,115.5,28,22,0.6086956521739131,4,0.017241379310344827,0,0,0,2,8,38,38,38
human,1060,194,4.582474226804123,8,131.625,102,62,0.5257731958762887,25,0.02358490566037736,0,0,34,32,25,151,158,157
ai,1133,229,4.14410480349345,14,79.78571428571429,90,73,0.3930131004366812,43,0.03795233892321271,0,0,30,58,37,145,158,163
human,1843,396,3.9696969696969697,4,460.0,102,44,0.25757575757575757,127,0.06890938686923494,0,1,121,211,24,169,201,222
human,959,186,4.252688172043011,8,119.0,79,72,0.42473118279569894,17,0.017726798748696558,0,0,72,55,20,129,145,146
human,1205,209,4.880382775119617,9,133.0,113,66,0.5406698564593302,28,0.023236514522821577,0,0,10,41,24,169,175,176
human,1494,270,4.681481481481481,10,148.5,99,96,0.36666666666666664,48,0.0321285140562249,0,0,33,101,36,185,202,205
human,1963,375,4.349333333333333,10,195.4,160,147,0.4266666666666667,51,0.02598064187468161,0,0,15,92,53,284,314,316
human,1409,265,4.486792452830189,10,139.9,124,83,0.4679245283018868,48,0.034066713981547196,0,0,45,44,32,191,198,199
ai,847,177,3.943502824858757,7,120.0,79,57,0.4463276836158192,29,0.03423848878394333,0,0,44,42,29,117,122,125
human,1177,201,4.9502487562189055,9,129.77777777777777,104,76,0.5174129353233831,24,0.020390824129141887,0,0,10,45,22,162,172,172
ai,1290,237,4.527426160337553,12,106.25,84,91,0.35443037974683544,30,0.023255813953488372,0,0,33,69,41,142,150,151
ai,585,108,4.527777777777778,6,96.5,53,34,0.49074074074074076,16,0.02735042735042735,0,0,8,15,24,69,71,73
ai,615,117,4.401709401709402,6,101.5,61,39,0.5213675213675214,21,0.03414634146341464,0,0,22,50,17,91,90,89
ai,455,81,4.703703703703703,4,112.75,36,27,0.4444444444444444,7,0.015384615384615385,0,0,8,32,19,49,58,60
ai,1047,238,3.857142857142857,9,115.11111111111111,79,48,0.3319327731092437,78,0.07449856733524356,0,0,52,62,43,111,115,117
human,982,201,4.069651741293533,8,121.875,91,75,0.4527363184079602,41,0.04175152749490835,0,0,16,30,24,148,157,158
human,949,185,4.308108108108108,6,157.33333333333334,95,55,0.5135135135135135,33,0.03477344573234984,0,0,34,43,25,138,141,140
ai,669,128,4.3203125,8,82.625,67,55,0.5234375,12,0.017937219730941704,0,0,2,15,15,102,109,112
human,934,168,4.660714285714286,7,132.42857142857142,86,61,0.5119047619047619,21,0.022483940042826552,0,0,21,45,24,127,134,134
human,1158,187,5.251336898395722,7,163.71428571428572,100,72,0.5347593582887701,14,0.012089810017271158,0,0,0,8,28,155,168,169
human,944,195,4.02051282051282,8,117.125,100,53,0.5128205128205128,37,0.03919491525423729,0,0,26,60,25,144,148,147
human,969,180,4.561111111111111,7,137.28571428571428,92,73,0.5111111111111111,31,0.03199174406604747,0,0,21,22,21,140,146,145
human,1080,195,4.687179487179487,9,118.88888888888889,87,57,0.4461538461538462,33,0.030555555555555555,0,0,24,78,26,136,150,154
human,987,173,4.77456647398844,6,163.66666666666666,98,68,0.5664739884393064,13,0.013171225937183385,0,0,8,53,27,143,151,152
human,1053,181,4.883977900552487,5,209.8,98,73,0.5414364640883977,22,0.020892687559354226,0,0,3,8,28,151,154,155
human,1422,261,4.601532567049809,10,141.3,96,94,0.367816091954023,41,0.028832630098452883,0,0,56,89,37,172,190,195
human,878,176,4.136363636363637,7,124.42857142857143,83,53,0.4715909090909091,29,0.03302961275626424,0,0,37,61,20,122,130,130
human,1272,242,4.400826446280992,15,83.66666666666667,123,75,0.5082644628099173,40,0.031446540880503145,0,0,35,59,27,180,187,190
human,1072,234,3.782051282051282,6,177.83333333333334,109,73,0.4658119658119658,44,0.041044776119402986,0,0,57,56,24,166,171,170
ai,1290,242,4.462809917355372,11,116.18181818181819,100,79,0.4132231404958678,34,0.02635658914728682,0,0,50,60,36,159,170,175
ai,917,152,5.171052631578948,8,113.375,68,43,0.4473684210526316,24,0.026172300981461286,0,0,11,22,31,96,97,97
ai,1026,204,4.151960784313726,10,101.3,80,76,0.39215686274509803,29,0.028265107212475632,0,0,46,60,32,130,139,141
human,1220,250,4.044,10,121.1,130,80,0.52,39,0.031967213114754096,0,0,38,82,27,189,198,199
ai,212,45,3.8666666666666667,3,70.0,24,17,0.5333333333333333,10,0.04716981132075472,0,0,17,11,6,32,31,30
ai,666,122,4.573770491803279,6,110.0,64,40,0.5245901639344263,21,0.03153153153153153,0,0,8,26,21,90,93,93
ai,178,35,4.2,2,88.5,20,11,0.5714285714285714,3,0.016853932584269662,0,0,16,11,5,25,24,23
ai,862,142,5.133802816901408,7,122.0,69,58,0.4859154929577465,11,0.012761020881670533,0,0,8,18,24,103,112,115
ai,214,38,4.7368421052631575,2,106.5,26,15,0.6842105263157895,5,0.02336448598130841,0,0,4,7,6,30,31,30
human,1355,225,5.12,9,149.66666666666666,105,76,0.4666666666666667,27,0.01992619926199262,0,0,21,36,39,174,186,188
human,1860,337,4.6943620178041545,13,141.69230769230768,161,99,0.47774480712166173,63,0.03387096774193549,0,0,44,54,40,246,255,257
ai,703,142,4.140845070422535,10,69.2,63,46,0.44366197183098594,21,0.029871977240398292,0,0,25,39,22,96,106,109
human,928,168,4.613095238095238,8,115.125,82,68,0.4880952380952381,16,0.017241379310344827,0,0,2,30,22,127,142,145
